id,full_equation,complexity,full_equation_tokens_hier,full_equation_token_ids
6859,v=dh/dx,4,<EXPR_START> <ASSIGN_START> IDENT:v = <MUL_START> IDENT:d * IDENT:h / IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 6, 38, 4, 39, 23, 38, 4, 40, 5, 12, 10]"
3656,C=L,1,<EXPR_START> <ASSIGN_START> IDENT:C = IDENT:L <ASSIGN_END> <EXPR_END>,"[11, 13, 60, 14, 50, 12, 10]"
3427,h=(1/2*phi)/(2/3*P),2,<EXPR_START> <ASSIGN_START> IDENT:h = <MUL_START> <PAREN_START> <MUL_START> NUMBER:1 / NUMBER:2 * IDENT:p * IDENT:h * IDENT:i <MUL_END> <PAREN_END> / <PAREN_START> <MUL_START> NUMBER:2 / NUMBER:3 * IDENT:P <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 39, 14, 6, 18, 6, 37, 23, 29, 4, 25, 4, 39, 4, 19, 5, 17, 23, 18, 6, 29, 23, 35, 4, 57, 5, 17, 5, 12, 10]"
7195,h=(4/3+b+gamma_min+lambda)^-1+dR/dt-(h+Q_i*B+b)/(3+e-P_net)-(1/3*d_rms+x_rms)/(1/3*h-psi_min^2),5,<EXPR_START> <ASSIGN_START> IDENT:h = <ADD_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:b + <MUL_START> IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <MUL_START> IDENT:l * IDENT:a * IDENT:m * IDENT:b * IDENT:d * IDENT:a <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:-1 <POW_END> + <MUL_START> IDENT:d * IDENT:R / IDENT:d * IDENT:t <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> IDENT:h + <MUL_START> IDENT:Q * UNKNOWN:_ * IDENT:i * IDENT:B <MUL_END> + IDENT:b <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:3 + IDENT:e - <MUL_START> IDENT:P * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> <ADD_END> <PAREN_END> <MUL_END> - <MUL_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 * IDENT:d * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> + <MUL_START> IDENT:x * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> <MUL_START> NUMBER:1 / NUMBER:3 * IDENT:h <MUL_END> - <MUL_START> IDENT:p * IDENT:s * IDENT:i * UNKNOWN:_ * IDENT:m * IDENT:i * <POW_START> IDENT:n ^ NUMBER:2 <POW_END> <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 39, 14, 16, 32, 18, 16, 6, 48, 23, 35, 5, 8, 44, 8, 6, 36, 4, 7, 4, 21, 4, 21, 4, 7, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 6, 30, 4, 7, 4, 21, 4, 44, 4, 38, 4, 7, 5, 15, 17, 33, 75, 31, 8, 6, 38, 4, 46, 23, 38, 4, 20, 5, 26, 6, 18, 16, 39, 8, 6, 59, 4, 9, 4, 19, 4, 64, 5, 8, 44, 15, 17, 23, 18, 16, 35, 8, 28, 26, 6, 57, 4, 9, 4, 22, 4, 28, 4, 20, 5, 15, 17, 5, 26, 6, 18, 16, 6, 37, 23, 35, 4, 38, 4, 9, 4, 34, 4, 21, 4, 27, 5, 8, 6, 40, 4, 9, 4, 34, 4, 21, 4, 27, 5, 15, 17, 23, 18, 16, 6, 37, 23, 35, 4, 39, 5, 26, 6, 25, 4, 27, 4, 19, 4, 9, 4, 21, 4, 19, 4, 32, 22, 33, 29, 31, 5, 15, 17, 5, 15, 12, 10]"
1382,h_f=psi_avg^3,2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:h * UNKNOWN:_ * IDENT:f <MUL_END> = <MUL_START> IDENT:p * IDENT:s * IDENT:i * UNKNOWN:_ * IDENT:a * IDENT:v * <POW_START> IDENT:g ^ NUMBER:3 <POW_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 39, 4, 9, 4, 51, 5, 14, 6, 25, 4, 27, 4, 19, 4, 9, 4, 7, 4, 41, 4, 32, 36, 33, 35, 31, 5, 12, 10]"
7469,R_min=sum_j=0^n(pi+I+C_avg+alpha^*),4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:R * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:j <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 46, 4, 9, 4, 21, 4, 19, 4, 22, 5, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 81, 5, 12, 10]"
414,p=sum_j=0^n(4+epsilon+t+d),4,<EXPR_START> <ASSIGN_START> IDENT:p = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:j <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 25, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 81, 5, 12, 10]"
5038,I=sin(3+y),3,<EXPR_START> <ASSIGN_START> IDENT:I = <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> NUMBER:3 + IDENT:y <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 63, 14, 6, 27, 4, 19, 4, 22, 4, 18, 16, 35, 8, 54, 15, 17, 5, 12, 10]"
4898,v=cos(4+G+T+v_1),3,<EXPR_START> <ASSIGN_START> IDENT:v = <MUL_START> IDENT:c * IDENT:o * IDENT:s * <PAREN_START> <ADD_START> NUMBER:4 + IDENT:G + IDENT:T + <MUL_START> IDENT:v * UNKNOWN:_ * NUMBER:1 <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 41, 14, 6, 42, 4, 45, 4, 27, 4, 18, 16, 48, 8, 70, 8, 56, 8, 6, 41, 4, 9, 4, 37, 5, 15, 17, 5, 12, 10]"
3337,z=(1/2*gamma_1)/(p),2,<EXPR_START> <ASSIGN_START> IDENT:z = <MUL_START> <PAREN_START> <MUL_START> NUMBER:1 / NUMBER:2 * IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a * UNKNOWN:_ * NUMBER:1 <MUL_END> <PAREN_END> / <PAREN_START> IDENT:p <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 67, 14, 6, 18, 6, 37, 23, 29, 4, 36, 4, 7, 4, 21, 4, 21, 4, 7, 4, 9, 4, 37, 5, 17, 23, 18, 25, 17, 5, 12, 10]"
3607,n=psi_min^3,2,<EXPR_START> <ASSIGN_START> IDENT:n = <MUL_START> IDENT:p * IDENT:s * IDENT:i * UNKNOWN:_ * IDENT:m * IDENT:i * <POW_START> IDENT:n ^ NUMBER:3 <POW_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 6, 25, 4, 27, 4, 19, 4, 9, 4, 21, 4, 19, 4, 32, 22, 33, 35, 31, 5, 12, 10]"
3176,h=a_rms,1,<EXPR_START> <ASSIGN_START> IDENT:h = <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 39, 14, 6, 7, 4, 9, 4, 34, 4, 21, 4, 27, 5, 12, 10]"
2242,h=(1/2*B)/(b_max),2,<EXPR_START> <ASSIGN_START> IDENT:h = <MUL_START> <PAREN_START> <MUL_START> NUMBER:1 / NUMBER:2 * IDENT:B <MUL_END> <PAREN_END> / <PAREN_START> <MUL_START> IDENT:b * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 39, 14, 6, 18, 6, 37, 23, 29, 4, 64, 5, 17, 23, 18, 6, 44, 4, 9, 4, 21, 4, 7, 4, 40, 5, 17, 5, 12, 10]"
9709,z=partialA/partialt,4,<EXPR_START> <ASSIGN_START> IDENT:z = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:A / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:t <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 67, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 47, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 20, 5, 12, 10]"
7797,F_max=(L)/(d_rms),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> = <MUL_START> <PAREN_START> IDENT:L <PAREN_END> / <PAREN_START> <MUL_START> IDENT:d * UNKNOWN:_ * IDENT:r * IDENT:m * IDENT:s <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 61, 4, 9, 4, 21, 4, 7, 4, 40, 5, 14, 6, 18, 50, 17, 23, 18, 6, 38, 4, 9, 4, 34, 4, 21, 4, 27, 5, 17, 5, 12, 10]"
257,a_1=(W)/(1+c),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:a * UNKNOWN:_ * NUMBER:1 <MUL_END> = <MUL_START> <PAREN_START> IDENT:W <PAREN_END> / <PAREN_START> <ADD_START> NUMBER:1 + IDENT:c <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 7, 4, 9, 4, 37, 5, 14, 6, 18, 65, 17, 23, 18, 16, 37, 8, 42, 15, 17, 5, 12, 10]"
8621,x=V,1,<EXPR_START> <ASSIGN_START> IDENT:x = IDENT:V <ASSIGN_END> <EXPR_END>,"[11, 13, 40, 14, 53, 12, 10]"
201,C=3*W,1,<EXPR_START> <ASSIGN_START> IDENT:C = <MUL_START> NUMBER:3 * IDENT:W <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 60, 14, 6, 35, 4, 65, 5, 12, 10]"
2236,W=4/3+u_avg,1,<EXPR_START> <ASSIGN_START> IDENT:W = <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:u * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 65, 14, 16, 6, 48, 23, 35, 5, 8, 6, 43, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 12, 10]"
4744,I=sum_j=0^N(s+psi_rms+E_rms),4,<EXPR_START> <ASSIGN_START> IDENT:I = <MUL_START> IDENT:s * IDENT:u * IDENT:m * UNKNOWN:_ * IDENT:j <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 63, 14, 6, 27, 4, 43, 4, 21, 4, 9, 4, 81, 5, 12, 10]"
1768,n=sqrt(3+N_A+y+s_avg),3,<EXPR_START> <ASSIGN_START> IDENT:n = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> NUMBER:3 + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + IDENT:y + <MUL_START> IDENT:s * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 22, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 35, 8, 6, 72, 4, 9, 4, 47, 5, 8, 54, 8, 6, 27, 4, 9, 4, 7, 4, 41, 4, 36, 5, 15, 17, 5, 12, 10]"
4237,F_net=(u)/(b_i),2,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> = <MUL_START> <PAREN_START> IDENT:u <PAREN_END> / <PAREN_START> <MUL_START> IDENT:b * UNKNOWN:_ * IDENT:i <MUL_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 61, 4, 9, 4, 22, 4, 28, 4, 20, 5, 14, 6, 18, 43, 17, 23, 18, 6, 44, 4, 9, 4, 19, 5, 17, 5, 12, 10]"
6730,P=int(4/3+L+alpha)dx-(4+c+I_avg^*+V_avg+P^n)^n+(2/3+R+I)^-1-G+C_0*g+r^circ,5,<EXPR_START> <ASSIGN_START> IDENT:P = <ADD_START> <MUL_START> IDENT:i * IDENT:n * IDENT:t * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + IDENT:L + <MUL_START> IDENT:a * IDENT:l * IDENT:p * IDENT:h * IDENT:a <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:x <MUL_END> - <POW_START> <PAREN_START> <ADD_START> NUMBER:4 + IDENT:c + <MUL_START> IDENT:I * UNKNOWN:_ * IDENT:a * IDENT:v * <POW_START> IDENT:g ^ UNKNOWN:* <POW_END> <MUL_END> + <MUL_START> IDENT:V * UNKNOWN:_ * IDENT:a * IDENT:v * IDENT:g <MUL_END> + <POW_START> IDENT:P ^ IDENT:n <POW_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> + <POW_START> <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 <MUL_END> + IDENT:R + IDENT:I <ADD_END> <PAREN_END> ^ NUMBER:-1 <POW_END> - IDENT:G + <MUL_START> IDENT:C * UNKNOWN:_ * NUMBER:0 * IDENT:g <MUL_END> + <MUL_START> <POW_START> IDENT:r ^ IDENT:c <POW_END> * IDENT:i * IDENT:r * IDENT:c <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 57, 14, 16, 6, 19, 4, 22, 4, 20, 4, 18, 16, 6, 48, 23, 35, 5, 8, 50, 8, 6, 7, 4, 30, 4, 25, 4, 39, 4, 7, 5, 15, 17, 4, 38, 4, 40, 5, 26, 32, 18, 16, 48, 8, 42, 8, 6, 63, 4, 9, 4, 7, 4, 41, 4, 32, 36, 33, 77, 31, 5, 8, 6, 53, 4, 9, 4, 7, 4, 41, 4, 36, 5, 8, 32, 57, 33, 22, 31, 15, 17, 33, 22, 31, 8, 32, 18, 16, 6, 29, 23, 35, 5, 8, 46, 8, 63, 15, 17, 33, 75, 31, 26, 70, 8, 6, 60, 4, 9, 4, 52, 4, 36, 5, 8, 6, 32, 34, 33, 42, 31, 4, 19, 4, 34, 4, 42, 5, 15, 12, 10]"
8451,E=T,1,<EXPR_START> <ASSIGN_START> IDENT:E = IDENT:T <ASSIGN_END> <EXPR_END>,"[11, 13, 58, 14, 56, 12, 10]"
7278,a=sqrt(1+pi+a_1+r_0),3,<EXPR_START> <ASSIGN_START> IDENT:a = <MUL_START> IDENT:s * IDENT:q * IDENT:r * IDENT:t * <PAREN_START> <ADD_START> NUMBER:1 + <MUL_START> IDENT:p * IDENT:i <MUL_END> + <MUL_START> IDENT:a * UNKNOWN:_ * NUMBER:1 <MUL_END> + <MUL_START> IDENT:r * UNKNOWN:_ * NUMBER:0 <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 7, 14, 6, 27, 4, 76, 4, 34, 4, 20, 4, 18, 16, 37, 8, 6, 25, 4, 19, 5, 8, 6, 7, 4, 9, 4, 37, 5, 8, 6, 34, 4, 9, 4, 52, 5, 15, 17, 5, 12, 10]"
1573,A=log(W_min+c_net),3,<EXPR_START> <ASSIGN_START> IDENT:A = <MUL_START> IDENT:l * IDENT:o * IDENT:g * <PAREN_START> <ADD_START> <MUL_START> IDENT:W * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> + <MUL_START> IDENT:c * UNKNOWN:_ * IDENT:n * IDENT:e * IDENT:t <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 47, 14, 6, 30, 4, 45, 4, 36, 4, 18, 16, 6, 65, 4, 9, 4, 21, 4, 19, 4, 22, 5, 8, 6, 42, 4, 9, 4, 22, 4, 28, 4, 20, 5, 15, 17, 5, 12, 10]"
25,R=(2+G+C_max+B+psi_2)^n-theta_avg*omega*n_f+(h+C+m^3+t)^n-ln(e+L^-+v^3),5,<EXPR_START> <PARSE_ERROR> IDENT:R OP:= LPAREN:( NUMBER:2 OP:+ IDENT:G OP:+ IDENT:C OP:* UNDERSCORE:_ OP:* IDENT:m OP:* IDENT:a OP:* IDENT:x OP:+ IDENT:B OP:+ IDENT:p OP:* IDENT:s OP:* IDENT:i OP:* UNDERSCORE:_ OP:* NUMBER:2 RPAREN:) OP:^ IDENT:n OP:- IDENT:t OP:* IDENT:h OP:* IDENT:e OP:* IDENT:t OP:* IDENT:a OP:* UNDERSCORE:_ OP:* IDENT:a OP:* IDENT:v OP:* IDENT:g OP:* IDENT:o OP:* IDENT:m OP:* IDENT:e OP:* IDENT:g OP:* IDENT:a OP:* IDENT:n OP:* UNDERSCORE:_ OP:* IDENT:f OP:+ LPAREN:( IDENT:h OP:+ IDENT:C OP:+ IDENT:m OP:^ NUMBER:3 OP:+ IDENT:t RPAREN:) OP:^ IDENT:n OP:- IDENT:l OP:* IDENT:n OP:* LPAREN:( IDENT:e OP:+ IDENT:L OP:^ OP:- OP:+ IDENT:v OP:^ NUMBER:3 RPAREN:) <EXPR_END>,"[11, 80, 46, 79, 68, 29, 49, 70, 49, 60, 24, 62, 24, 21, 24, 7, 24, 40, 49, 64, 49, 25, 24, 27, 24, 19, 24, 62, 24, 29, 69, 71, 22, 55, 20, 24, 39, 24, 28, 24, 20, 24, 7, 24, 62, 24, 7, 24, 41, 24, 36, 24, 45, 24, 21, 24, 28, 24, 36, 24, 7, 24, 22, 24, 62, 24, 51, 49, 68, 39, 49, 60, 49, 21, 71, 35, 49, 20, 69, 71, 22, 55, 30, 24, 22, 24, 68, 28, 49, 50, 71, 55, 49, 41, 71, 35, 69, 10]"
3364,a=int_0^b(e+W+t+m^-1)dV,4,<EXPR_START> <ASSIGN_START> IDENT:a = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> NUMBER:0 ^ IDENT:b <POW_END> * <PAREN_START> <ADD_START> IDENT:e + IDENT:W + IDENT:t + <POW_START> IDENT:m ^ NUMBER:-1 <POW_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:V <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 7, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 52, 33, 44, 31, 4, 18, 16, 28, 8, 65, 8, 20, 8, 32, 21, 33, 75, 31, 15, 17, 4, 38, 4, 53, 5, 12, 10]"
1089,L_max=int_a^inf(4+k+t+t+phi_rms^3)dx,4,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:L * UNKNOWN:_ * IDENT:m * IDENT:a * IDENT:x <MUL_END> = <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> IDENT:a ^ IDENT:i <POW_END> * IDENT:n * IDENT:f * <PAREN_START> <ADD_START> NUMBER:4 + IDENT:k + IDENT:t + IDENT:t + <MUL_START> IDENT:p * IDENT:h * IDENT:i * UNKNOWN:_ * IDENT:r * IDENT:m * <POW_START> IDENT:s ^ NUMBER:3 <POW_END> <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:x <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 50, 4, 9, 4, 21, 4, 7, 4, 40, 5, 14, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 7, 33, 19, 31, 4, 22, 4, 51, 4, 18, 16, 48, 8, 66, 8, 20, 8, 20, 8, 6, 25, 4, 39, 4, 19, 4, 9, 4, 34, 4, 21, 4, 32, 27, 33, 35, 31, 5, 15, 17, 4, 38, 4, 40, 5, 12, 10]"
4675,a_f=(alpha_i+s_1+d)^n-(k+beta^3)^n-a_0^3-gamma+T-(4-N_A*V+sigma_2-A)/(G-P+v_rms^3+L_net^-1),5,<EXPR_START> <ASSIGN_START> <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:f <MUL_END> = <ADD_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> IDENT:a * IDENT:l * IDENT:p * IDENT:h * IDENT:a * UNKNOWN:_ * IDENT:i <MUL_END> + <MUL_START> IDENT:s * UNKNOWN:_ * NUMBER:1 <MUL_END> + IDENT:d <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> - <POW_START> <PAREN_START> <ADD_START> IDENT:k + <MUL_START> IDENT:b * IDENT:e * IDENT:t * <POW_START> IDENT:a ^ NUMBER:3 <POW_END> <MUL_END> <ADD_END> <PAREN_END> ^ IDENT:n <POW_END> - <MUL_START> IDENT:a * UNKNOWN:_ * <POW_START> NUMBER:0 ^ NUMBER:3 <POW_END> <MUL_END> - <MUL_START> IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a <MUL_END> + IDENT:T - <MUL_START> <PAREN_START> <ADD_START> NUMBER:4 - <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A * IDENT:V <MUL_END> + <MUL_START> IDENT:s * IDENT:i * IDENT:g * IDENT:m * IDENT:a * UNKNOWN:_ * NUMBER:2 <MUL_END> - IDENT:A <ADD_END> <PAREN_END> / <PAREN_START> <ADD_START> IDENT:G - IDENT:P + <MUL_START> IDENT:v * UNKNOWN:_ * IDENT:r * IDENT:m * <POW_START> IDENT:s ^ NUMBER:3 <POW_END> <MUL_END> + <MUL_START> IDENT:L * UNKNOWN:_ * IDENT:n * IDENT:e * <POW_START> IDENT:t ^ NUMBER:-1 <POW_END> <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 6, 7, 4, 9, 4, 51, 5, 14, 16, 32, 18, 16, 6, 7, 4, 30, 4, 25, 4, 39, 4, 7, 4, 9, 4, 19, 5, 8, 6, 27, 4, 9, 4, 37, 5, 8, 38, 15, 17, 33, 22, 31, 26, 32, 18, 16, 66, 8, 6, 44, 4, 28, 4, 20, 4, 32, 7, 33, 35, 31, 5, 15, 17, 33, 22, 31, 26, 6, 7, 4, 9, 4, 32, 52, 33, 35, 31, 5, 26, 6, 36, 4, 7, 4, 21, 4, 21, 4, 7, 5, 8, 56, 26, 6, 18, 16, 48, 26, 6, 72, 4, 9, 4, 47, 4, 53, 5, 8, 6, 27, 4, 19, 4, 36, 4, 21, 4, 7, 4, 9, 4, 29, 5, 26, 47, 15, 17, 23, 18, 16, 70, 26, 57, 8, 6, 41, 4, 9, 4, 34, 4, 21, 4, 32, 27, 33, 35, 31, 5, 8, 6, 50, 4, 9, 4, 22, 4, 28, 4, 32, 20, 33, 75, 31, 5, 15, 17, 5, 15, 12, 10]"
2695,Q=(gamma+a_f)^2+int_0^L(4/3+N_A+F_avg^++psi_min)dV+(3+G+h+a+n)^1/2,5,<EXPR_START> <ASSIGN_START> IDENT:Q = <ADD_START> <POW_START> <PAREN_START> <ADD_START> <MUL_START> IDENT:g * IDENT:a * IDENT:m * IDENT:m * IDENT:a <MUL_END> + <MUL_START> IDENT:a * UNKNOWN:_ * IDENT:f <MUL_END> <ADD_END> <PAREN_END> ^ NUMBER:2 <POW_END> + <MUL_START> IDENT:i * IDENT:n * IDENT:t * UNKNOWN:_ * <POW_START> NUMBER:0 ^ IDENT:L <POW_END> * <PAREN_START> <ADD_START> <MUL_START> NUMBER:4 / NUMBER:3 <MUL_END> + <MUL_START> IDENT:N * UNKNOWN:_ * IDENT:A <MUL_END> + <MUL_START> IDENT:F * UNKNOWN:_ * IDENT:a * IDENT:v * <POW_START> IDENT:g ^ UNKNOWN:+ <POW_END> <MUL_END> + <MUL_START> IDENT:p * IDENT:s * IDENT:i * UNKNOWN:_ * IDENT:m * IDENT:i * IDENT:n <MUL_END> <ADD_END> <PAREN_END> * IDENT:d * IDENT:V <MUL_END> + <MUL_START> <POW_START> <PAREN_START> <ADD_START> NUMBER:3 + IDENT:G + IDENT:h + IDENT:a + IDENT:n <ADD_END> <PAREN_END> ^ NUMBER:1 <POW_END> / NUMBER:2 <MUL_END> <ADD_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 59, 14, 16, 32, 18, 16, 6, 36, 4, 7, 4, 21, 4, 21, 4, 7, 5, 8, 6, 7, 4, 9, 4, 51, 5, 15, 17, 33, 29, 31, 8, 6, 19, 4, 22, 4, 20, 4, 9, 4, 32, 52, 33, 50, 31, 4, 18, 16, 6, 48, 23, 35, 5, 8, 6, 72, 4, 9, 4, 47, 5, 8, 6, 61, 4, 9, 4, 7, 4, 41, 4, 32, 36, 33, 78, 31, 5, 8, 6, 25, 4, 27, 4, 19, 4, 9, 4, 21, 4, 19, 4, 22, 5, 15, 17, 4, 38, 4, 53, 5, 8, 6, 32, 18, 16, 35, 8, 70, 8, 39, 8, 7, 8, 22, 15, 17, 33, 37, 31, 23, 29, 5, 15, 12, 10]"
7583,a=sin(2/3*k+P-I_0),3,<EXPR_START> <ASSIGN_START> IDENT:a = <MUL_START> IDENT:s * IDENT:i * IDENT:n * <PAREN_START> <ADD_START> <MUL_START> NUMBER:2 / NUMBER:3 * IDENT:k <MUL_END> + IDENT:P - <MUL_START> IDENT:I * UNKNOWN:_ * NUMBER:0 <MUL_END> <ADD_END> <PAREN_END> <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 7, 14, 6, 27, 4, 19, 4, 22, 4, 18, 16, 6, 29, 23, 35, 4, 66, 5, 8, 57, 26, 6, 63, 4, 9, 4, 52, 5, 15, 17, 5, 12, 10]"
3399,z=partialQ/partialr,4,<EXPR_START> <ASSIGN_START> IDENT:z = <MUL_START> IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:Q / IDENT:p * IDENT:a * IDENT:r * IDENT:t * IDENT:i * IDENT:a * IDENT:l * IDENT:r <MUL_END> <ASSIGN_END> <EXPR_END>,"[11, 13, 67, 14, 6, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 59, 23, 25, 4, 7, 4, 34, 4, 20, 4, 19, 4, 7, 4, 30, 4, 34, 5, 12, 10]"
